session_id,customer_id,session_date,channel,device,pages_viewed,converted
S000532,,2025-04-18,paid_search,desktop,4,0
S000533,,2025-04-27,paid_search,mobile,7,0
S000534,C0028,2025-03-15,email,desktop,7,0
S000535,C0112,2025-04-09,paid_search,mobile,3,0
S000536,C0046,2025-11-02,paid_search,mobile,1,0
S000537,,2025-01-20,paid_search,desktop,3,0
S000538,,2025-04-03,paid_search,mobile,3,0
S000539,C0051,2025-07-04,paid_search,desktop,3,0
S000540,C0007,2025-12-11,paid_social,mobile,5,0
S000541,,2025-06-29,email,desktop,1,0
S000542,C0113,2025-10-08,paid_social,mobile,4,0
S000543,C0154,2025-11-21,organic_search,mobile,7,0
S000544,C0037,2025-09-12,paid_search,mobile,2,0
S000545,,2025-12-26,organic_search,mobile,4,0
S000546,C0146,2025-07-14,paid_social,mobile,2,0
S000547,C0158,2025-03-24,organic_search,mobile,3,0
S000548,C0002,2025-10-24,email,mobile,8,0
S000549,,2025-11-09,organic_search,mobile,1,0
S000550,C0022,2025-09-09,direct,desktop,2,0
S000551,C0147,2025-08-01,direct,mobile,1,0
S000552,C0027,2025-07-12,organic_search,mobile,6,0
S000553,C0186,2025-05-12,paid_search,mobile,3,0
S000554,,2025-02-03,email,mobile,4,0
S000555,C0131,2025-09-14,referral,mobile,1,0
S000556,C0082,2025-07-25,email,desktop,2,0
S000557,,2025-03-16,paid_social,mobile,1,0
S000558,C0034,2025-06-30,email,mobile,1,0
S000559,C0009,2025-08-16,organic_search,mobile,6,0
S000560,C0121,2025-02-11,paid_social,mobile,1,0
S000561,,2025-03-11,email,desktop,1,0
S000562,,2025-03-26,paid_search,desktop,1,0
S000563,C0058,2025-05-09,organic_search,mobile,7,0
S000564,C0017,2025-11-19,organic_search,desktop,9,0
S000565,,2025-08-02,direct,desktop,2,0
S000566,,2025-08-26,organic_search,mobile,1,0
S000567,,2025-05-13,paid_search,desktop,2,0
S000568,,2025-03-12,direct,mobile,3,0
S000569,C0145,2025-07-08,paid_search,mobile,5,0
S000570,,2025-07-14,referral,tablet,3,0
S000571,,2025-10-26,organic_search,mobile,2,0
S000572,C0082,2025-04-15,organic_search,tablet,3,0
S000573,C0200,2025-12-17,email,mobile,5,0
S000574,C0045,2025-07-04,paid_search,mobile,3,0
S000575,C0182,2025-10-28,paid_search,mobile,2,0
S000576,,2025-05-02,email,desktop,3,0
S000577,C0050,2025-12-14,email,desktop,3,0
S000578,,2025-10-19,email,mobile,9,0
S000579,C0182,2025-10-29,organic_search,mobile,1,0
S000580,,2025-04-18,direct,mobile,1,0
S000581,C0132,2025-06-15,email,mobile,4,0
S000582,C0109,2025-02-26,paid_social,desktop,3,0
S000583,C0170,2025-01-12,referral,tablet,6,0
S000584,,2025-07-07,email,mobile,3,0
S000585,C0066,2025-10-06,paid_search,mobile,5,0
S000586,,2025-09-15,email,mobile,6,0
S000587,C0119,2025-10-06,paid_social,desktop,4,0
S000588,,2025-07-02,paid_search,mobile,5,0
S000589,C0100,2025-08-08,organic_search,desktop,4,0
S000590,C0129,2025-05-03,direct,desktop,6,0
S000591,,2025-02-12,paid_social,desktop,3,0
S000592,C0019,2025-09-20,paid_social,mobile,4,0
S000593,,2025-08-10,organic_search,desktop,3,0
S000594,,2025-01-24,organic_search,tablet,1,0
S000595,C0191,2025-03-22,paid_social,desktop,3,0
S000596,C0192,2025-04-08,organic_search,mobile,4,0
S000597,C0170,2025-08-21,paid_search,desktop,5,0
S000598,,2025-02-14,organic_search,mobile,4,0
S000599,C0064,2025-05-17,email,mobile,6,0
S000600,,2025-02-13,paid_search,mobile,4,0
S000601,C0161,2025-02-21,organic_search,desktop,3,0
S000602,C0115,2025-05-30,paid_search,mobile,4,0
S000603,,2025-02-04,organic_search,mobile,2,0
S000604,C0185,2025-01-24,paid_social,desktop,1,0
S000605,C0062,2025-01-28,paid_search,desktop,3,0
S000606,C0071,2025-03-24,referral,mobile,5,1
S000607,,2025-08-09,direct,desktop,6,0
S000608,C0030,2025-07-14,paid_search,mobile,7,0
S000609,C0022,2025-06-06,referral,mobile,6,0
S000610,C0165,2025-10-17,organic_search,mobile,2,0
S000611,C0033,2025-07-11,organic_search,mobile,6,0
S000612,,2025-01-12,organic_search,desktop,3,0
S000613,,2025-09-30,organic_search,mobile,2,0
S000614,C0122,2025-05-08,paid_social,desktop,2,0
S000615,C0076,2025-07-25,paid_social,mobile,3,0
S000616,C0092,2025-12-30,organic_search,mobile,5,0
S000617,C0054,2025-04-30,referral,mobile,3,0
S000618,,2025-10-08,paid_search,mobile,2,0
S000619,,2025-11-08,organic_search,desktop,7,0
S000620,,2025-06-22,organic_search,desktop,3,0
S000621,C0048,2025-09-07,paid_search,mobile,4,0
S000622,C0108,2025-08-13,organic_search,mobile,3,0
S000623,C0183,2025-03-22,organic_search,mobile,3,0
S000624,,2025-01-28,organic_search,mobile,2,0
S000625,C0096,2025-09-18,paid_search,desktop,2,0
S000626,,2025-01-11,organic_search,mobile,4,0
S000627,C0189,2025-07-10,paid_search,mobile,4,0
S000628,,2025-10-24,email,desktop,4,0
S000629,,2025-04-13,paid_social,desktop,4,0
S000630,C0083,2025-03-04,paid_search,mobile,6,0
S000631,C0131,2025-08-24,paid_search,mobile,3,0
S000632,C0030,2025-06-19,referral,mobile,5,0
S000633,,2025-10-28,paid_search,desktop,1,0
S000634,C0121,2025-09-03,organic_search,mobile,3,0
S000635,C0154,2025-11-16,paid_search,mobile,1,0
S000636,C0067,2025-08-14,direct,desktop,4,0
S000637,C0178,2025-01-02,paid_search,desktop,4,0
S000638,C0180,2025-06-28,organic_search,tablet,4,0
S000639,C0127,2025-02-28,organic_search,desktop,5,0
S000640,C0158,2025-10-14,email,mobile,7,0
S000641,C0095,2025-02-28,organic_search,tablet,3,0
S000642,,2025-03-24,organic_search,tablet,3,0
S000643,C0103,2025-01-02,paid_search,desktop,2,0
S000644,,2025-12-27,organic_search,desktop,2,0
S000645,C0188,2025-01-30,paid_search,mobile,6,0
S000646,C0121,2025-04-12,organic_search,mobile,3,0
S000647,,2025-11-27,organic_search,desktop,4,0
S000648,C0075,2025-10-09,organic_search,desktop,1,0
S000649,,2025-05-21,organic_search,desktop,1,0
S000650,C0147,2025-04-24,email,desktop,3,0
S000651,,2025-07-06,organic_search,mobile,4,0
S000652,C0021,2025-11-10,email,mobile,4,0
S000653,C0038,2025-05-17,paid_social,mobile,8,1
S000654,C0059,2025-08-14,paid_search,desktop,1,0
S000655,,2025-04-04,paid_search,desktop,3,0
S000656,C0017,2025-02-06,paid_search,desktop,4,1
S000657,C0172,2025-05-23,organic_search,desktop,5,0
S000658,C0072,2025-10-11,direct,desktop,4,0
S000659,,2025-02-16,direct,desktop,1,0
S000660,C0098,2025-12-25,organic_search,mobile,4,0
S000661,C0057,2025-05-24,organic_search,tablet,2,0
S000662,,2025-02-18,paid_search,tablet,3,0
S000663,C0131,2025-06-28,organic_search,mobile,4,0
S000664,C0054,2025-03-23,organic_search,desktop,1,0
S000665,C0135,2025-03-20,organic_search,mobile,5,0
S000666,C0064,2025-06-30,email,desktop,3,0
S000667,C0032,2025-09-04,organic_search,mobile,4,0
S000668,C0078,2025-05-11,paid_social,mobile,2,0
S000669,C0033,2025-12-25,paid_social,mobile,6,0
S000670,C0112,2025-12-11,paid_social,mobile,1,0
S000671,,2025-03-30,organic_search,mobile,4,0
S000672,C0039,2025-02-21,paid_search,mobile,7,0
S000673,C0138,2025-04-09,organic_search,mobile,4,0
S000674,,2025-01-20,direct,desktop,3,0
S000675,,2025-08-11,paid_search,desktop,2,0
S000676,,2025-10-21,paid_search,mobile,7,0
S000677,,2025-02-03,referral,mobile,3,0
S000678,C0026,2025-01-31,paid_social,desktop,5,0
S000679,,2025-02-13,organic_search,desktop,3,0
S000680,,2025-08-25,paid_search,mobile,5,0
S000681,C0106,2025-02-28,paid_social,desktop,6,0
S000682,C0006,2025-04-26,paid_search,mobile,6,0
S000683,C0137,2025-07-20,paid_search,mobile,1,0
S000684,C0150,2025-09-29,paid_social,mobile,1,0
S000685,C0105,2025-04-19,email,mobile,1,0
S000686,C0031,2025-02-10,email,desktop,4,0
S000687,,2025-05-13,email,desktop,5,0
S000688,,2025-06-03,organic_search,desktop,2,0
S000689,C0037,2025-11-26,organic_search,mobile,3,0
S000690,C0060,2025-06-22,paid_search,mobile,5,1
S000691,,2025-06-01,organic_search,mobile,4,0
S000692,C0018,2025-06-03,paid_search,desktop,3,0
S000693,,2025-07-22,email,desktop,4,0
S000694,C0125,2025-08-16,organic_search,mobile,3,0
S000695,C0083,2025-09-03,email,desktop,1,0
S000696,,2025-01-22,email,mobile,6,0
S000697,C0040,2025-08-14,organic_search,desktop,2,0
S000698,,2025-05-20,direct,mobile,6,0
S000699,C0107,2025-02-11,paid_search,mobile,5,0
S000700,C0017,2025-02-22,direct,mobile,3,0
S000701,C0005,2025-07-12,organic_search,desktop,4,0
S000702,C0024,2025-10-11,paid_search,mobile,4,0
S000703,C0107,2025-08-14,organic_search,mobile,4,0
S000704,,2025-12-03,organic_search,mobile,3,0
S000705,C0026,2025-08-08,paid_search,desktop,1,0
S000706,C0048,2025-10-22,organic_search,mobile,2,0
S000707,,2025-05-21,email,mobile,6,0
S000708,C0095,2025-02-28,organic_search,desktop,5,0
S000709,C0064,2025-07-31,direct,mobile,1,0
S000710,C0120,2025-05-12,direct,desktop,2,0
S000711,,2025-10-08,email,desktop,3,0
S000712,C0045,2025-07-04,organic_search,desktop,3,0
S000713,C0183,2025-11-30,paid_search,desktop,5,0
S000714,C0012,2025-04-08,referral,mobile,5,0
S000715,,2025-12-08,email,desktop,2,0
S000716,C0132,2025-07-22,paid_search,desktop,2,0
S000717,C0143,2025-08-27,paid_search,mobile,3,0
S000718,,2025-07-04,direct,mobile,3,0
S000719,C0122,2025-06-20,organic_search,mobile,5,0
S000720,C0044,2025-02-15,paid_search,mobile,1,0
S000721,C0027,2025-09-26,paid_search,desktop,4,0
S000722,C0078,2025-02-12,organic_search,mobile,7,1
S000723,C0098,2025-08-27,paid_search,desktop,3,0
S000724,,2025-05-10,paid_search,mobile,4,0
S000725,C0108,2025-10-25,email,mobile,2,1
S000726,C0009,2025-03-05,paid_social,mobile,4,0
S000727,C0179,2025-09-06,organic_search,desktop,5,0
S000728,C0049,2025-02-16,paid_social,mobile,6,0
S000729,C0154,2025-08-11,direct,desktop,2,0
S000730,C0027,2025-01-20,organic_search,desktop,3,0
S000731,C0170,2025-05-21,direct,desktop,1,0
S000732,C0029,2025-12-19,email,desktop,4,0
S000733,C0181,2025-03-07,paid_search,mobile,3,0
S000734,C0124,2025-01-24,email,mobile,2,0
S000735,,2025-02-08,paid_search,mobile,6,0
S000736,C0023,2025-07-31,paid_search,mobile,1,1
S000737,C0087,2025-06-06,email,mobile,7,1
S000738,,2025-08-09,paid_search,mobile,5,0
S000739,,2025-02-18,paid_social,desktop,5,0
S000740,C0096,2025-02-20,email,mobile,2,1
S000741,C0067,2025-07-29,email,mobile,2,0
S000742,C0027,2025-09-12,paid_social,desktop,3,0
S000743,,2025-11-03,organic_search,desktop,4,0
S000744,C0108,2025-12-07,email,desktop,2,1
S000745,C0064,2025-06-29,email,mobile,3,0
S000746,C0140,2025-05-01,direct,mobile,7,0
S000747,C0169,2025-01-15,organic_search,desktop,2,0
S000748,C0078,2025-11-21,direct,mobile,2,0
S000749,C0038,2025-06-14,paid_social,desktop,4,0
S000750,,2025-05-15,paid_search,mobile,2,0
S000751,,2025-12-27,paid_social,tablet,4,0
S000752,,2025-02-21,paid_search,mobile,1,0
S000753,C0089,2025-03-20,paid_social,mobile,1,0
S000754,,2025-05-19,paid_social,mobile,2,0
S000755,,2025-01-01,organic_search,mobile,4,0
S000756,C0040,2025-07-14,paid_search,mobile,3,0
S000757,C0032,2025-08-24,organic_search,mobile,5,0
S000758,C0079,2025-04-28,direct,mobile,1,0
S000759,,2025-04-04,paid_social,desktop,6,0
S000760,C0034,2025-04-05,organic_search,desktop,1,0
S000761,C0146,2025-08-18,organic_search,mobile,2,0
S000762,C0063,2025-12-22,email,desktop,3,0
S000763,C0197,2025-01-04,organic_search,mobile,3,0
S000764,C0041,2025-08-15,paid_search,mobile,7,0
S000765,,2025-02-07,direct,mobile,5,0
S000766,,2025-08-21,email,desktop,2,0
S000767,C0116,2025-03-01,paid_search,mobile,4,0
S000768,C0137,2025-07-05,email,mobile,7,0
S000769,,2025-05-25,organic_search,mobile,2,0
S000770,,2025-11-23,paid_social,mobile,4,0
S000771,C0023,2025-03-02,organic_search,mobile,4,0
S000772,,2025-09-15,paid_social,desktop,2,0
S000773,C0049,2025-01-04,organic_search,mobile,6,0
S000774,,2025-11-22,paid_social,mobile,1,0
S000775,C0040,2025-06-07,organic_search,mobile,2,0
S000776,C0199,2025-10-29,organic_search,tablet,7,0
S000777,C0164,2025-09-14,direct,mobile,4,0
S000778,C0096,2025-04-20,organic_search,mobile,3,0
S000779,C0179,2025-12-16,paid_social,mobile,5,0
S000780,C0148,2025-12-05,direct,desktop,3,0
S000781,C0028,2025-04-26,paid_search,mobile,2,0
S000782,C0090,2025-10-20,organic_search,mobile,2,0
S000783,C0139,2025-08-07,organic_search,mobile,7,0
S000784,C0131,2025-04-16,email,desktop,3,1
S000785,,2025-02-10,direct,mobile,4,0
S000786,C0137,2025-02-09,paid_search,mobile,1,0
S000787,C0098,2025-03-20,direct,desktop,3,0
S000788,C0058,2025-03-05,paid_search,mobile,4,1
S000789,C0161,2025-05-23,organic_search,tablet,3,0
S000790,C0184,2025-06-27,paid_social,mobile,6,0
S000791,C0196,2025-10-15,paid_search,mobile,2,0
S000792,C0143,2025-06-21,organic_search,desktop,5,0
S000793,,2025-12-20,direct,desktop,3,0
S000794,,2025-12-27,paid_search,mobile,2,0
S000795,C0144,2025-09-02,email,desktop,5,0
S000796,,2025-01-16,email,desktop,3,0
S000797,C0166,2025-06-11,organic_search,mobile,2,0
S000798,C0121,2025-04-22,organic_search,desktop,1,0
S000799,,2025-12-19,paid_social,desktop,1,0
S000800,C0053,2025-05-26,organic_search,mobile,5,0
